0,DATE,beg,Year,end,Month,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
51.5,d_19350101,d_1935,1935,0101,01,21,10.2,1,0.2,0,0,27.3,14.6,1.8,0.1,0
40.1,d_19350201,d_1935,1935,0201,02,41,29.4,11.5,6,1.1,0,18.9,10.1,0.4,0,0
28.4,d_19350301,d_1935,1935,0301,03,49.8,43.2,25.9,18.3,7,0,21.7,13.8,2.6,0.3,0
34.4,d_19350401,d_1935,1935,0401,04,46.9,38.2,17.1,10.2,4,0,18.7,8.2,1.3,0,0
35,d_19350501,d_1935,1935,0501,05,49.8,42.3,18,8.1,0.6,0,15,7.6,1.4,0,0
32.8,d_19350601,d_1935,1935,0601,06,57.2,48.6,22.7,12.3,3.3,0,9.9,3,0,0,0
37.4,d_19350701,d_1935,1935,0701,07,53.1,34.3,12.1,3.5,0.1,0,9.4,3.9,0.4,0.1,0
48,d_19350801,d_1935,1935,0801,08,47.3,27.1,7.8,2.5,0.3,0,4.7,1.3,0,0,0
63.6,d_19350901,d_1935,1935,0901,09,22,8.1,0.4,0,0,0,14.5,6.9,0.4,0,0
66.8,d_19351001,d_1935,1935,1001,10,22,9.1,0.3,0,0,0,11.3,5.5,0.4,0,0
69.1,d_19351101,d_1935,1935,1101,11,17.3,6.1,0,0,0,0,13.6,5.9,0.4,0,0
58.3,d_19351201,d_1935,1935,1201,12,25.1,8.5,0,0,0,0,16.6,8.8,1.2,0.4,0
56.1,d_19360101,d_1936,1936,0101,01,3.4,0.6,0,0,0,0,40.5,20.6,3.2,0.4,0
29.9,d_19360201,d_1936,1936,0201,02,3.9,2,0,0,0,0,66.3,42.3,12.3,4.9,0.6
17.8,d_19360301,d_1936,1936,0301,03,7.1,4.3,0.7,0,0,0,75.1,60.5,18.8,7.3,1.7
27.4,d_19360401,d_1936,1936,0401,04,4,2.1,0,0,0,0,68.5,56,26,10.9,1.8
42.1,d_19360501,d_1936,1936,0501,05,5.8,2.2,0,0,0,0,52.2,32.9,10.7,1.6,0.3
40,d_19360601,d_1936,1936,0601,06,16.7,9.3,1.5,0,0,0,43.2,28,6.6,1.6,0
31.4,d_19360701,d_1936,1936,0701,07,10.6,6.6,1.3,0,0,0,58,37.3,15.1,6.8,1.6
32.5,d_19360801,d_1936,1936,0801,08,9.4,6.1,1.6,0.2,0,0,58.2,43.2,14.6,5.5,1.3
32.2,d_19360901,d_1936,1936,0901,09,11.6,7.1,2,0.4,0,0,56.1,44.2,19.7,9.3,0.9
43.9,d_19361001,d_1936,1936,1001,10,18.6,12.8,4.1,1.7,0.4,0,37.4,25.1,7.2,2.4,0.1
35.9,d_19361101,d_1936,1936,1101,11,38.8,27.5,10.5,5.3,2,0,25.3,15.8,4.6,1.4,0.3
43.7,d_19361201,d_1936,1936,1201,12,23.1,13.6,2.6,0.8,0,0,33.3,23,6.5,1.3,0.5
49.2,d_19370101,d_1937,1937,0101,01,16.3,9.1,1.8,0.4,0,0,34.4,22.5,7.2,2.5,0.6
38.1,d_19370201,d_1937,1937,0201,02,9.3,5.4,3,1.9,0.3,0,52.4,38.4,18.8,10.4,3.1
44.1,d_19370301,d_1937,1937,0301,03,7.5,4,0.1,0,0,0,48.3,30.2,10.8,4.3,0.7
27.4,d_19370401,d_1937,1937,0401,04,4.5,1.6,0,0,0,0,68.1,50,16.4,7.1,1.1
42.5,d_19370501,d_1937,1937,0501,05,2,0.3,0,0,0,0,55.3,31.4,7.6,2.4,0.3
39.2,d_19370601,d_1937,1937,0601,06,0.9,0.1,0,0,0,0,59.9,34.1,6.6,2.4,0.6
55.4,d_19370701,d_1937,1937,0701,07,1.7,0.1,0,0,0,0,42.8,18.4,3.7,1.6,0.8
31.2,d_19370801,d_1937,1937,0801,08,1.3,0.3,0,0,0,0,67.5,45,12.7,6.7,2.2
49.8,d_19370901,d_1937,1937,0901,09,3.1,0.7,0,0,0,0,47,23.3,4.2,1.5,0.4
49.5,d_19371001,d_1937,1937,1001,10,7.2,3,0.1,0,0,0,43.4,22.8,5.4,1.9,0.3
50.3,d_19371101,d_1937,1937,1101,11,8.3,3,0,0,0,0,41.4,22.8,5.9,2.5,0.1
58.2,d_19371201,d_1937,1937,1201,12,7.3,2,0,0,0,0,34.4,17.6,5,2.1,0.1
51.9,d_19380101,d_1938,1938,0101,01,36.4,22.8,5.2,0.9,0,0,11.7,5.3,1.3,0.4,0
45.4,d_19380201,d_1938,1938,0201,02,48.7,35,15.1,8.3,1.5,0,6,2.6,1.2,0.2,0
36.9,d_19380301,d_1938,1938,0301,03,58,43.2,21.1,10.1,2.1,0,5.1,2.2,0.3,0,0
44.4,d_19380401,d_1938,1938,0401,04,43,21.1,2.5,1,0.3,0,12.5,6.2,0.2,0,0
40.4,d_19380501,d_1938,1938,0501,05,52.8,31.6,7.8,2.8,0,0,6.8,2,0,0,0
48.6,d_19380601,d_1938,1938,0601,06,40.5,21.5,4,1,0,0,10.9,4,0.1,0,0
47.6,d_19380701,d_1938,1938,0701,07,42.8,24.8,5.5,1,0,0,9.6,4,0.4,0.2,0
34.1,d_19380801,d_1938,1938,0801,08,60.4,47.3,25,13.7,2.4,0,5.5,1,0,0,0
38.2,d_19380901,d_1938,1938,0901,09,48.8,34.3,15.7,8,1.5,0,13.1,5,0.5,0.2,0
43,d_19381001,d_1938,1938,1001,10,45.9,29.6,11.8,7.3,2.4,0,11.1,3.8,0.4,0.1,0
47.6,d_19381101,d_1938,1938,1101,11,27.9,18,8.7,4.9,1.5,0,24.5,13.5,2.2,0.6,0
48,d_19381201,d_1938,1938,1201,12,28.6,19.7,9.6,5.9,1.6,0,23.2,12.8,3.7,0.9,0
34.8,d_19390101,d_1939,1939,0101,01,54.1,37.8,16.5,10.9,4.9,0,11.1,6,1.4,0.4,0
49.4,d_19390201,d_1939,1939,0201,02,25.8,17.7,9.5,4.9,0.8,0,24.6,15.8,5.1,1.8,0.2
54.8,d_19390301,d_1939,1939,0301,03,32.2,23.4,11.6,7.3,1.9,0,13,4.6,0.3,0,0
47.6,d_19390401,d_1939,1939,0401,04,47,29.6,13,8.3,4.6,0,5.4,2.3,0.4,0.1,0
62.4,d_19390501,d_1939,1939,0501,05,27.3,12.8,3.2,0.4,0,0,10.3,5.9,1.4,0.2,0
77.3,d_19390601,d_1939,1939,0601,06,11.3,4.1,0.3,0,0,0,11.4,4,0.1,0,0
60.7,d_19390701,d_1939,1939,0701,07,10.7,4.1,0.1,0,0,0,28.7,16.8,2.8,0.3,0
38.5,d_19390801,d_1939,1939,0801,08,4.5,1.5,0,0,0,0,56.9,40.8,18.3,8.4,1.8
38,d_19390901,d_1939,1939,0901,09,3.8,1.5,0.1,0,0,0,58.2,41.1,19,9.3,1.6
45.9,d_19391001,d_1939,1939,1001,10,3.4,0.5,0,0,0,0,50.7,37.5,14.6,6,0.6
44.2,d_19391101,d_1939,1939,1101,11,30.8,18.8,4.7,1,0,0,25,15.3,3.5,0.3,0
43.7,d_19391201,d_1939,1939,1201,12,32.3,21,4.8,1.4,0.1,0,24.1,16.1,5.3,1.2,0.1
43.5,d_19400101,d_1940,1940,0101,01,36.2,20,4.7,1.7,0.2,0,20.5,13.4,5,1,0
50.7,d_19400201,d_1940,1940,0201,02,27.8,15.1,4.2,1.8,0.2,0,21.7,14.9,6.8,1.8,0
35.5,d_19400301,d_1940,1940,0301,03,49,28.2,6.7,2.5,0.2,0,15.6,8.6,1.2,0.1,0
30.9,d_19400401,d_1940,1940,0401,04,57,30.9,8.9,3.2,0.3,0,12,5.3,0,0,0
10,d_19400501,d_1940,1940,0501,05,89.7,77.8,25.7,8.4,2.5,0,0.4,0.1,0,0,0
21.6,d_19400601,d_1940,1940,0601,06,78.3,57.6,18.6,5.4,0.7,0,0,0,0,0,0
48.9,d_19400701,d_1940,1940,0701,07,46.8,33.5,15.6,5.5,0.1,0,4.3,0.6,0,0,0
63,d_19400801,d_1940,1940,0801,08,19.9,9.8,1.9,0.2,0,0,17,6.2,1.1,0.6,0.2
52.2,d_19400901,d_1940,1940,0901,09,29.5,14.2,4.3,1.6,0.1,0,18.5,6.7,0.8,0.3,0
47,d_19401001,d_1940,1940,1001,10,42.2,26.4,10.1,4.9,1,0,10.7,4.2,0.5,0.1,0
45.2,d_19401101,d_1940,1940,1101,11,45.7,32.1,15.3,6.9,1,0,9.2,5.2,1.1,0.3,0
49.8,d_19401201,d_1940,1940,1201,12,33.1,20.6,9.1,3.7,0.6,0,17.2,9.3,2.7,1.2,0
45.2,d_19410101,d_1941,1941,0101,01,44.2,28,11.9,7,0.9,0,10.5,4.2,0.6,0.1,0
39,d_19410201,d_1941,1941,0201,02,48.6,32.4,16,9.9,3.6,0,12.4,6.3,0.1,0,0
32.6,d_19410301,d_1941,1941,0301,03,58.4,39.4,14,5.9,0.5,0,8.9,5.6,2.1,0.7,0
21.3,d_19410401,d_1941,1941,0401,04,71,57.2,31.9,16.7,4.7,0,7.6,6.5,5,3.3,2.2
6.8,d_19410501,d_1941,1941,0501,05,86.6,84.3,75.9,63.2,30.5,0,6.7,6.1,2.9,1.7,0
17.4,d_19410601,d_1941,1941,0601,06,76.3,65.3,37,21.7,6.3,0,6.3,0.9,0,0,0
36.1,d_19410701,d_1941,1941,0701,07,45.9,29.3,6,1.4,0.2,0,18,13.1,7,3.6,0
26.1,d_19410801,d_1941,1941,0801,08,57.7,42.2,12.8,3.9,0.5,0,16.1,11.6,6.5,3.4,0.1
19.5,d_19410901,d_1941,1941,0901,09,70.3,59.2,27.2,9.9,1.2,0,10.2,6.1,2.2,1,0
30.2,d_19411001,d_1941,1941,1001,10,58.9,43.7,17.5,6.9,1.7,0,10.9,5.7,2,1,0
32.5,d_19411101,d_1941,1941,1101,11,55.2,38.2,15.9,8.5,2.6,0,12.3,6.6,2.2,1.1,0
48.4,d_19411201,d_1941,1941,1201,12,32.3,17.9,8,3.6,1.5,0,19.3,11.4,4.3,2.4,0.8
41.4,d_19420101,d_1942,1942,0101,01,36.7,22.2,11.7,7,2.1,0,21.9,13.1,5.4,2.2,1
41.7,d_19420201,d_1942,1942,0201,02,19.7,13.6,6.5,2.2,0.9,0,38.7,26.4,12.1,6.8,2
38.2,d_19420301,d_1942,1942,0301,03,17,13,6.8,2.5,0.4,0,44.7,27.9,10.8,4.7,1.8
41.3,d_19420401,d_1942,1942,0401,04,39,29.8,19.6,15.1,9.4,0,19.6,9.8,3.5,1.4,0.1
37.8,d_19420501,d_1942,1942,0501,05,36.7,28.8,16.2,9.3,4.2,0,25.5,14.5,3.3,0.9,0.2
32.6,d_19420601,d_1942,1942,0601,06,26.4,19.4,9.7,4.2,1,0,41,29.3,10.6,3.7,1.5
32.3,d_19420701,d_1942,1942,0701,07,24,17.6,10.8,6.9,2.3,0,43.7,21.8,5.1,1.5,0.2
36.7,d_19420801,d_1942,1942,0801,08,12.9,8.4,3.6,2.3,0.6,0,50.2,30.3,6.3,2.2,0.8
52.9,d_19420901,d_1942,1942,0901,09,16.6,9.7,4.4,2.8,1,0,30.7,15.4,3.2,1.1,0.3
52.7,d_19421001,d_1942,1942,1001,10,15.4,7.9,3.1,1.6,0.1,0,31.9,13.6,2.4,1,0.1
55.3,d_19421101,d_1942,1942,1101,11,24,14.3,5.5,3,1.5,0,20.6,9,2,0.9,0.3
53,d_19421201,d_1942,1942,1201,12,28.2,19.5,7.3,4.1,0.3,0,18.9,8.8,2.4,0.9,0.1
32.4,d_19430101,d_1943,1943,0101,01,26.7,20.2,8.4,3.6,0.7,0,40.9,27.2,8.4,3.4,0.8
43.1,d_19430201,d_1943,1943,0201,02,34.7,27,12.3,5.3,1,0,22.2,10.8,2.5,1,0
34.3,d_19430301,d_1943,1943,0301,03,32.3,25,16.3,10.2,3.9,0,33.4,20.7,4.9,1.3,0.1
34.2,d_19430401,d_1943,1943,0401,04,31.4,25.5,11.4,4.5,1,0,34.3,19.6,3.6,0.5,0
51.2,d_19430501,d_1943,1943,0501,05,32.9,22.4,6.2,1.7,0,0,15.9,6.5,0.9,0,0
51.9,d_19430601,d_1943,1943,0601,06,33.9,22.5,8.4,2.2,0,0,14.2,4.8,0,0,0
55,d_19430701,d_1943,1943,0701,07,22,13.5,5.2,2.9,0.2,0,22.9,9,0.6,0,0
54.5,d_19430801,d_1943,1943,0801,08,20.2,11.7,4.5,1.8,0,0,25.3,10.7,2.2,0.2,0
52.5,d_19430901,d_1943,1943,0901,09,32.3,18.8,7.3,3.8,0.7,0,15.2,5.8,0.5,0,0
39.6,d_19431001,d_1943,1943,1001,10,52.1,31.3,9.4,4,0.9,0,8.2,4.6,0.7,0.1,0
48.8,d_19431101,d_1943,1943,1101,11,37,21.2,6.9,2.5,0.5,0,14.3,8.1,2.3,0.3,0
31.1,d_19431201,d_1943,1943,1201,12,63.3,42,16.2,7.3,2.1,0,5.8,3.4,0.1,0,0
29.5,d_19440101,d_1944,1944,0101,01,64.8,43.3,16,7.2,2.5,0,5.9,3,0.2,0,0
44.5,d_19440201,d_1944,1944,0201,02,51.1,32.4,10,3.4,0.7,0,4.3,1.3,0,0,0
62.9,d_19440301,d_1944,1944,0301,03,14.3,6.5,1.8,1,0.5,0,22.7,9.3,1.6,0,0
41.9,d_19440401,d_1944,1944,0401,04,15.2,6.2,1.4,0.9,0.4,0,43.1,25.4,6.3,1,0.3
44.8,d_19440501,d_1944,1944,0501,05,14.6,7.6,1.2,0.1,0,0,40.6,21.9,3.3,0.7,0
56.6,d_19440601,d_1944,1944,0601,06,17,7.8,2.3,0.8,0,0,26.4,13.8,2.1,0.3,0
44.8,d_19440701,d_1944,1944,0701,07,7.7,5.6,2.1,0.6,0.1,0,47.4,28.8,8.6,2.2,0.2
37.3,d_19440801,d_1944,1944,0801,08,7.8,5.9,2.6,1.4,0.3,0,54.9,35.8,16.5,8.6,1.3
24.7,d_19440901,d_1944,1944,0901,09,8.3,6.4,3.6,2.5,1.1,0,67.1,50.1,26,14.2,3.8
28.6,d_19441001,d_1944,1944,1001,10,6.2,4.7,2.5,1.4,0.5,0,65.3,49.5,28.1,16.9,4.9
32.7,d_19441101,d_1944,1944,1101,11,10.5,5.8,2.3,1.2,0.5,0,56.7,46.1,26.8,16.9,4.9
38.9,d_19441201,d_1944,1944,1201,12,34.1,23.9,9.3,4,1.4,0,27.1,16.8,3.4,0.7,0
30.1,d_19450101,d_1945,1945,0101,01,57,46.2,25,13.5,3.4,0,12.8,7.3,2.5,1.1,0
41.1,d_19450201,d_1945,1945,0201,02,43.8,30.2,10.9,4,0.9,0,14.9,7.9,1.8,0.6,0
41.8,d_19450301,d_1945,1945,0301,03,45.3,30.6,11.2,4.7,1.1,0,12.7,5.6,1.3,0.4,0
46.1,d_19450401,d_1945,1945,0401,04,36.4,24.4,10.8,3.9,0.9,0,17.6,5.6,0.7,0.2,0
51.5,d_19450501,d_1945,1945,0501,05,42.2,28.3,13,7.2,2.3,0,6.4,2,0.8,0.4,0.1
36.8,d_19450601,d_1945,1945,0601,06,61.5,42.3,11.7,3.8,1.3,0,1.7,0.1,0,0,0
50.7,d_19450701,d_1945,1945,0701,07,37.7,22.6,8.6,4.3,2,0,11.7,4.8,0.4,0.1,0
57.1,d_19450801,d_1945,1945,0801,08,35.3,21.6,6.5,3.2,1.1,0,7.6,3,1.3,0.7,0.2
57.2,d_19450901,d_1945,1945,0901,09,7.4,3.2,0.7,0.4,0,0,35.4,20.1,8.2,4.2,1.6
50.4,d_19451001,d_1945,1945,1001,10,8.2,2.7,0.6,0.2,0,0,41.4,22.6,8.6,4.3,1.6
58.6,d_19451101,d_1945,1945,1101,11,10.8,4.4,0.6,0.1,0,0,30.6,16.8,6.4,3.9,1.7
28.8,d_19451201,d_1945,1945,1201,12,3.4,1.1,0.3,0,0,0,67.7,51.6,27.3,16.1,7.5
30.1,d_19460101,d_1946,1946,0101,01,4,2,0.3,0,0,0,65.9,51.3,24.7,14.2,7.1
24.8,d_19460201,d_1946,1946,0201,02,1.9,0.5,0,0,0,0,73.3,57.7,32.6,18.3,7.4
16.4,d_19460301,d_1946,1946,0301,03,0.3,0,0,0,0,0,83.3,65.6,33.9,17.4,4.6
38.9,d_19460401,d_1946,1946,0401,04,3.4,0.5,0,0,0,0,57.7,38.2,13.5,7.7,0.7
21.3,d_19460501,d_1946,1946,0501,05,0.2,0,0,0,0,0,78.4,59.6,26.3,12.1,2.3
41.2,d_19460601,d_1946,1946,0601,06,5.3,1.6,0,0,0,0,53.3,39.6,16.1,7.6,1.2
29.3,d_19460701,d_1946,1946,0701,07,3,1,0,0,0,0,67.8,52.9,23.6,11,1.7
29,d_19460801,d_1946,1946,0801,08,3,0.9,0,0,0,0,68.1,55.6,27,14.5,6
35.5,d_19460901,d_1946,1946,0901,09,13.2,5.6,0.9,0.2,0,0,51.3,37.9,21.4,12.1,3.8
46.2,d_19461001,d_1946,1946,1001,10,8.8,4.4,0.4,0,0,0,45.1,28.4,11.4,6.1,0.7
46.1,d_19461101,d_1946,1946,1101,11,7.7,3.9,0.8,0.1,0,0,46.2,30.7,13.4,8.2,2.5
54.4,d_19461201,d_1946,1946,1201,12,16.4,7,1.4,0.5,0,0,29.2,16.4,4.7,1.5,0.5
47.2,d_19470101,d_1947,1947,0101,01,6.1,2.4,0.2,0,0,0,46.7,35.5,22.5,14.2,3.7
39.6,d_19470201,d_1947,1947,0201,02,37.5,20.8,3.1,0.7,0.1,0,22.9,13.6,2.7,0.4,0.1
56.5,d_19470301,d_1947,1947,0301,03,16.5,8.5,1.1,0.1,0,0,27.2,15.5,5.3,1.9,0.2
53,d_19470401,d_1947,1947,0401,04,18.5,9.6,2,0.5,0,0,28.5,19,3.8,0.4,0
46.8,d_19470501,d_1947,1947,0501,05,18.9,7.7,0.9,0.1,0,0,34.2,21.4,6,1.9,0
41.9,d_19470601,d_1947,1947,0601,06,18.9,10.7,1.7,0.2,0,0,39.1,24.1,6.1,0.9,0
38.6,d_19470701,d_1947,1947,0701,07,27.6,14.1,2.7,0.4,0,0,33.8,23,8.8,5.5,2.5
42.3,d_19470801,d_1947,1947,0801,08,25.7,14.7,4,0.7,0,0,32.1,18.7,8.1,4.8,2.7
42.5,d_19470901,d_1947,1947,0901,09,7.2,1.7,0,0,0,0,50.3,38,17.3,10.4,6.6
32.6,d_19471001,d_1947,1947,1001,10,22.3,12.5,2.8,0.6,0,0,45.2,35.2,19.6,15.6,10.3
21.3,d_19471101,d_1947,1947,1101,11,2.3,0.8,0,0,0,0,76.4,68.9,53.6,41.8,24.8
22.6,d_19471201,d_1947,1947,1201,12,3.7,1.7,0.2,0,0,0,73.7,66.3,48.6,34,21.9
21.1,d_19480101,d_1948,1948,0101,01,7.2,3.5,0.8,0,0,0,71.7,62.6,41.4,30.7,18
29.1,d_19480201,d_1948,1948,0201,02,4.1,0.8,0,0,0,0,66.8,55.4,37.1,26.3,13.3
18.9,d_19480301,d_1948,1948,0301,03,1.1,0,0,0,0,0,80,68.3,51.1,37.4,20
17.6,d_19480401,d_1948,1948,0401,04,0.1,0,0,0,0,0,82.3,72.1,52.8,37.2,22.4
16.7,d_19480501,d_1948,1948,0501,05,0,0,0,0,0,0,83.2,73.6,50.4,35,22.1
25.7,d_19480601,d_1948,1948,0601,06,2.8,0.5,0,0,0,0,71.4,57.8,34,25.3,16.8
27.7,d_19480701,d_1948,1948,0701,07,1.8,0.1,0,0,0,0,70.4,55.7,35.1,24.5,15.6
47.4,d_19480801,d_1948,1948,0801,08,8,3,0.6,0.2,0,0,44.5,29.2,17,8.8,1.9
42.5,d_19480901,d_1948,1948,0901,09,1.9,0.8,0.3,0.1,0,0,55.6,35.9,13.6,6.8,1.1
47.9,d_19481001,d_1948,1948,1001,10,3.3,1.2,0.3,0.1,0,0,48.8,33.4,13.5,6.9,2
11.2,d_19481101,d_1948,1948,1101,11,1.4,0.6,0.2,0,0,0,87.5,77.6,53.6,34.9,13
14.8,d_19481201,d_1948,1948,1201,12,1.2,0.2,0,0,0,0,83.9,68.7,34.7,16.1,3.5
20.5,d_19490101,d_1949,1949,0101,01,3.6,1.8,0.1,0,0,0,75.8,56.7,28.5,14.2,3.5
23.9,d_19490201,d_1949,1949,0201,02,3.7,2.1,0.1,0,0,0,72.5,57.6,34.8,23.6,10.3
26.2,d_19490301,d_1949,1949,0301,03,2.9,1.4,0,0,0,0,70.7,56,36.7,25.8,10.8
21.9,d_19490401,d_1949,1949,0401,04,2.6,1.5,0.4,0,0,0,75.4,60.8,35,20.8,6.4
19.8,d_19490501,d_1949,1949,0501,05,4.4,2.6,0.9,0.4,0.1,0,75.8,62.1,33.5,18,3.3
16.9,d_19490601,d_1949,1949,0601,06,9.4,8.1,3.2,1.1,0.1,0,73.8,61.4,35.6,18.5,4.2
21,d_19490701,d_1949,1949,0701,07,10.3,6.9,2.3,1.2,0.5,0,68.8,58.6,41.3,29.3,12.5
43.8,d_19490801,d_1949,1949,0801,08,1,0.2,0,0,0,0,55.1,35,10.5,4.2,1
50.2,d_19490901,d_1949,1949,0901,09,1.2,0.2,0,0,0,0,48.5,29.1,11.2,4.9,0.9
44.7,d_19491001,d_1949,1949,1001,10,0.5,0.1,0,0,0,0,54.9,33.6,11.3,5.6,1
52.4,d_19491101,d_1949,1949,1101,11,4.8,0.9,0.1,0,0,0,42.9,26.7,9.1,3.3,0.5
50.5,d_19491201,d_1949,1949,1201,12,6.6,2.3,0.1,0,0,0,42.8,29.2,8.9,3.5,0.6
40.1,d_19500101,d_1950,1950,0101,01,30.2,16.6,2.7,0.3,0,0,29.7,15.8,2.9,0.8,0.2
32.9,d_19500201,d_1950,1950,0201,02,44.5,32.9,10.3,2.6,0.1,0,22.6,13.2,2.8,0.6,0
36.4,d_19500301,d_1950,1950,0301,03,46.4,33.3,6.7,1.4,0.2,0,17.2,8.3,1,0.2,0
37.1,d_19500401,d_1950,1950,0401,04,56.3,43.3,18.7,5.9,0.5,0,6.4,2.2,0,0,0
21.9,d_19500501,d_1950,1950,0501,05,75,62.4,33.6,12.3,2.2,0,3.1,0.9,0,0,0
14.5,d_19500601,d_1950,1950,0601,06,83.3,73.2,47.1,25.4,7.8,0,2.2,0.6,0,0,0
23.4,d_19500701,d_1950,1950,0701,07,70.3,54.6,23.8,10.3,3.3,0,6.4,3.2,0.1,0,0
24.9,d_19500801,d_1950,1950,0801,08,65.6,54.1,28.1,15.3,5.4,0,9.5,7.1,2.7,0.7,0
36.7,d_19500901,d_1950,1950,0901,09,50,34.8,15,7,3.1,0,13.3,9.3,5.5,3.3,1
49.7,d_19501001,d_1950,1950,1001,10,28.3,12.6,3.9,2.1,0.9,0,22.1,12.9,2.4,0.1,0
52.9,d_19501101,d_1950,1950,1101,11,27.3,13.1,3.7,1.9,0.7,0,19.8,11.8,2,0.2,0
52.2,d_19501201,d_1950,1950,1201,12,30.9,14.8,3.4,1.3,0.2,0,16.9,8.8,1.8,0,0
44.2,d_19510101,d_1951,1951,0101,01,39.2,24.2,7.2,3.3,0.4,0,16.7,8.1,1.1,0,0
32.8,d_19510201,d_1951,1951,0201,02,58.7,46.3,22.8,11.4,2.4,0,8.5,4.2,0.9,0.2,0
36,d_19510301,d_1951,1951,0301,03,44.6,31.3,11.6,4.7,0.5,0,19.3,12,3.1,1.6,0
29,d_19510401,d_1951,1951,0401,04,57.7,43.3,21.2,11,3.4,0,13.4,7.5,1.8,0.1,0
24.4,d_19510501,d_1951,1951,0501,05,66.6,54.2,29.2,12,2.1,0,9.1,3.6,0.3,0,0
24.5,d_19510601,d_1951,1951,0601,06,74.2,58.5,27.3,11.5,1.5,0,1.4,0.2,0,0,0
17.9,d_19510701,d_1951,1951,0701,07,81.9,68.4,38.7,17.9,3.6,0,0.2,0,0,0,0
18.5,d_19510801,d_1951,1951,0801,08,81.4,69.4,39.4,18.5,3.2,0,0.1,0,0,0,0
22.5,d_19510901,d_1951,1951,0901,09,75.4,61.5,28.4,12.6,1.9,0,2,0.3,0,0,0
25.9,d_19511001,d_1951,1951,1001,10,68.9,51.7,19.5,6.9,1.1,0,5.2,1.5,0.2,0,0
45.4,d_19511101,d_1951,1951,1101,11,45.2,29,8.9,2.5,0.1,0,9.5,4.3,0.5,0,0
47.3,d_19511201,d_1951,1951,1201,12,42.6,28.7,9.7,3.3,0.2,0,10,5.3,0.7,0,0
37.6,d_19520101,d_1952,1952,0101,01,56.6,40.1,17.7,10,3.6,0,5.8,2.6,0,0,0
55.8,d_19520201,d_1952,1952,0201,02,29.8,17.5,7.5,3.3,0.6,0,14.4,7.2,1.8,0.4,0
52.1,d_19520301,d_1952,1952,0301,03,21.8,14.2,7.4,3.9,0.4,0,26.1,13.1,3.1,1.1,0.1
55.5,d_19520401,d_1952,1952,0401,04,23.3,13.9,5.7,2.6,0.5,0,21.1,8.8,1.6,0.5,0
47.3,d_19520501,d_1952,1952,0501,05,12.1,6.2,1.9,0.6,0,0,40.6,18.3,2.3,1,0.3
59.8,d_19520601,d_1952,1952,0601,06,23.4,15.4,5.5,2.4,0.2,0,16.6,3.2,0.1,0,0
53.4,d_19520701,d_1952,1952,0701,07,34.7,20.9,7.2,3.3,1,0,11.9,4.1,0.4,0,0
48.3,d_19520801,d_1952,1952,0801,08,31.9,20.4,7,2.5,0.4,0,19.7,12.9,3.2,0.7,0
49.2,d_19520901,d_1952,1952,0901,09,37,24.5,11.5,7.4,3.5,0,13.7,7.7,1.8,0.4,0
55,d_19521001,d_1952,1952,1001,10,31.9,21.4,11,7.7,4.5,0,13.2,6.9,1.4,0.5,0
43.1,d_19521101,d_1952,1952,1101,11,45.8,29.5,11.7,6.2,2.8,0,11.3,5.9,1.3,0.2,0
29.2,d_19521201,d_1952,1952,1201,12,66,45.3,14.9,6.5,1.2,0,4.8,2.3,0.4,0,0
35.5,d_19530101,d_1953,1953,0101,01,59.1,39.3,11.4,3.3,0.4,0,5.3,2.3,0.3,0,0
41,d_19530201,d_1953,1953,0201,02,51,30,7.2,2.1,0.2,0,8,3.3,0.2,0,0
43.9,d_19530301,d_1953,1953,0301,03,39.9,18.3,2.5,0.2,0,0,16.3,8.9,1.8,0.3,0
65.8,d_19530401,d_1953,1953,0401,04,2.8,0.2,0,0,0,0,31.4,14.4,2.4,0.1,0
68.7,d_19530501,d_1953,1953,0501,05,17,5.6,0,0,0,0,14.3,5.2,0.2,0,0
69.3,d_19530601,d_1953,1953,0601,06,12,3,0,0,0,0,18.5,7.2,1.1,0.4,0
63,d_19530701,d_1953,1953,0701,07,13.4,4.3,0.2,0,0,0,23.7,11,2.1,0.5,0
52.1,d_19530801,d_1953,1953,0801,08,18.7,9,1.2,0,0,0,29.2,15.8,4.9,1,0.1
44.6,d_19530901,d_1953,1953,0901,09,10.8,3.8,0.4,0,0,0,44.7,33.7,13.7,5.9,1.9
36.2,d_19531001,d_1953,1953,1001,10,25.3,13.3,2.4,0.8,0,0,38.6,30.2,12,6.3,3.1
